sentence,frame,polarity,verb,veridicalitynorm
Someone stammered that a particular thing happened,NP V that S,positive,stammer,0.011087979
Someone complained for a particular thing to happen.,NP V for NP to VP,positive,complain,0.010820266
Someone didn\'t complain for a particular thing to happen.,NP V for NP to VP,negative,complain,0.010820266
A particular person started off to do a particular thing.,NP V to VP,positive,start_off,0.009157432
A particular person didn\'t start off to do a particular thing.,NP V to VP,negative,start_off,0.009157432
A particular person wasn\'t hastened to do a particular thing.,NP was Ved to VP,negative,hasten,0.0063525205
A particular person was hastened to do a particular thing.,NP was Ved to VP,positive,hasten,0.0063525205
Someone assessed that a particular thing happened,NP V that S,positive,assess,0.0047498997
Someone didn\'t assess that a particular thing happened,NP V that S,negative,assess,0.0047498997
A particular person was dared to do a particular thing.,NP was Ved to VP,positive,dare,0.0032679453
A particular person wasn\'t dared to do a particular thing.,NP was Ved to VP,negative,dare,0.0032679453
A particular person wanted to do a particular thing.,NP V to VP,positive,want,0.0014163561
A particular person didn\'t want to do a particular thing.,NP V to VP,negative,want,0.0014163561
Someone didn\'t specify that a particular thing happened,NP V that S,negative,specify,-9.702941e-06
Someone specified that a particular thing happened,NP V that S,positive,specify,-9.702941e-06
A particular person came to have a particular thing.,NP V to VP,positive,come,-0.0003083985
A particular person didn\'t come to have a particular thing.,NP V to VP,negative,come,-0.0003083985
Someone didn\'t certify that a particular thing happened,NP V that S,negative,certify,-0.001256552
Someone certified that a particular thing happened,NP V that S,positive,certify,-0.001256552
A particular person wasn\'t reported to have a particular thing.,NP was Ved to VP,negative,report,-0.001473909
A particular person was reported to have a particular thing.,NP was Ved to VP,positive,report,-0.001473909
A particular person was demonstrated to have a particular thing.,NP was Ved to VP,positive,demonstrate,-0.0021517016
A particular person wasn\'t demonstrated to have a particular thing.,NP was Ved to VP,negative,demonstrate,-0.0021517016
A particular person upheld to do a particular thing.,NP V to VP,positive,uphold,-0.0038888173
A particular person didn\'t uphold to do a particular thing.,NP V to VP,negative,uphold,-0.0038888173
Someone consulted for a particular thing to happen.,NP V for NP to VP,positive,consult,-0.0058447127
Someone didn\'t consult for a particular thing to happen.,NP V for NP to VP,negative,consult,-0.0058447127
Someone didn\'t shape a particular person to do a particular thing.,NP V NP to VP,negative,shape,-0.008466711
Someone shaped a particular person to do a particular thing.,NP V NP to VP,positive,shape,-0.008466711
Someone didn\'t confirm that a particular thing happened,NP V that S,negative,confirm,-0.009685539
Someone confirmed that a particular thing happened,NP V that S,positive,confirm,-0.009685539
Someone was scared that a particular thing happened,NP was Ved that S,positive,scare,-0.011054683
Someone wasn\'t scared that a particular thing happened,NP was Ved that S,negative,scare,-0.011054683
A particular person didn\'t set out to do a particular thing.,NP V to VP,negative,set_out,-0.013171276
A particular person set out to do a particular thing.,NP V to VP,positive,set_out,-0.013171276
Someone didn\'t like a particular person to do a particular thing.,NP V NP to VP,negative,like,-0.014441481
Someone liked a particular person to do a particular thing.,NP V NP to VP,positive,like,-0.014441481
Someone pressed a particular person to do a particular thing.,NP V NP to VP,positive,press,-0.014472253
Someone didn\'t press a particular person to do a particular thing.,NP V NP to VP,negative,press,-0.014472253
Someone proved that a particular thing happened,NP V that S,positive,prove,-0.018218411
Someone didn\'t prove that a particular thing happened,NP V that S,negative,prove,-0.018218411
Someone discovered that a particular thing happened,NP V that S,positive,discover,-0.018753456
Someone didn\'t discover that a particular thing happened,NP V that S,negative,discover,-0.018753456
Someone didn\'t advise a particular person to have a particular thing.,NP V NP to VP,negative,advise,-0.018810742
Someone advised a particular person to have a particular thing.,NP V NP to VP,positive,advise,-0.018810742
Someone didn\'t fight for a particular thing to happen.,NP V for NP to VP,negative,fight,-0.019240873
Someone fought for a particular thing to happen.,NP V for NP to VP,positive,fight,-0.019240873
A particular person didn\'t volunteer to do a particular thing.,NP V to VP,negative,volunteer,-0.020696564
A particular person volunteered to do a particular thing.,NP V to VP,positive,volunteer,-0.020696564
Someone struggled for a particular thing to happen.,NP V for NP to VP,positive,struggle,-0.02104896
Someone didn\'t struggle for a particular thing to happen.,NP V for NP to VP,negative,struggle,-0.02104896
A particular person was described to have a particular thing.,NP was Ved to VP,positive,describe,-0.02363313
A particular person wasn\'t described to have a particular thing.,NP was Ved to VP,negative,describe,-0.02363313
A particular person was scolded to do a particular thing.,NP was Ved to VP,positive,scold,-0.025231931
A particular person wasn\'t scolded to do a particular thing.,NP was Ved to VP,negative,scold,-0.025231931
A particular person was judged to have a particular thing.,NP was Ved to VP,positive,judge,-0.025306523
A particular person wasn\'t judged to have a particular thing.,NP was Ved to VP,negative,judge,-0.025306523
A particular person wasn\'t emboldened to have a particular thing.,NP was Ved to VP,negative,embolden,-0.026648289
A particular person was emboldened to have a particular thing.,NP was Ved to VP,positive,embolden,-0.026648289
Someone didn\'t advertise for a particular thing to happen.,NP V for NP to VP,negative,advertise,-0.026992675
Someone advertised for a particular thing to happen.,NP V for NP to VP,positive,advertise,-0.026992675
Someone didn\'t prompt for a particular thing to happen.,NP V for NP to VP,negative,prompt,-0.027092947
Someone prompted for a particular thing to happen.,NP V for NP to VP,positive,prompt,-0.027092947
A particular person wasn\'t endorsed to have a particular thing.,NP was Ved to VP,negative,endorse,-0.031090597
A particular person was endorsed to have a particular thing.,NP was Ved to VP,positive,endorse,-0.031090597
Someone didn\'t chastise a particular person to do a particular thing.,NP V NP to VP,negative,chastise,-0.032821674
Someone chastised a particular person to do a particular thing.,NP V NP to VP,positive,chastise,-0.032821674
Someone didn\'t applaud a particular person to do a particular thing.,NP V NP to VP,negative,applaud,-0.033846095
Someone applauded a particular person to do a particular thing.,NP V NP to VP,positive,applaud,-0.033846095
Someone didn\'t hear that a particular thing happened,NP V that S,negative,hear,-0.034723043
Someone heard that a particular thing happened,NP V that S,positive,hear,-0.034723043
A particular person was engaged to do a particular thing.,NP was Ved to VP,positive,engage,-0.036927957
A particular person wasn\'t engaged to do a particular thing.,NP was Ved to VP,negative,engage,-0.036927957
Someone raised a particular person to do a particular thing.,NP V NP to VP,positive,raise,-0.038544055
Someone didn\'t raise a particular person to do a particular thing.,NP V NP to VP,negative,raise,-0.038544055
A particular person wasn\'t found to have a particular thing.,NP was Ved to VP,negative,find,-0.04406291
A particular person was found to have a particular thing.,NP was Ved to VP,positive,find,-0.04406291
Someone didn\'t tempt a particular person to have a particular thing.,NP V NP to VP,negative,tempt,-0.044301715
Someone tempted a particular person to have a particular thing.,NP V NP to VP,positive,tempt,-0.044301715
A particular person wasn\'t bugged to do a particular thing.,NP was Ved to VP,negative,bug,-0.052062165
A particular person was bugged to do a particular thing.,NP was Ved to VP,positive,bug,-0.052062165
Someone didn\'t assign a particular person to have a particular thing.,NP V NP to VP,negative,assign,-0.0522145
Someone assigned a particular person to have a particular thing.,NP V NP to VP,positive,assign,-0.0522145
Someone encouraged a particular person to do a particular thing.,NP V NP to VP,positive,encourage,-0.052968327
Someone didn\'t encourage a particular person to do a particular thing.,NP V NP to VP,negative,encourage,-0.052968327
A particular person okayed to do a particular thing.,NP V to VP,positive,okay,-0.05372297
A particular person didn\'t okay to do a particular thing.,NP V to VP,negative,okay,-0.05372297
A particular person detested to do a particular thing.,NP V to VP,positive,detest,-0.05574635
A particular person didn\'t detest to do a particular thing.,NP V to VP,negative,detest,-0.05574635
A particular person wasn\'t educated to do a particular thing.,NP was Ved to VP,negative,educate,-0.056943692
A particular person was educated to do a particular thing.,NP was Ved to VP,positive,educate,-0.056943692
Someone beamed that a particular thing happened,NP V that S,positive,beam,-0.057171907
Someone didn\'t beam that a particular thing happened,NP V that S,negative,beam,-0.057171907
A particular person wasn\'t measured to do a particular thing.,NP was Ved to VP,negative,measure,-0.057671316
A particular person was measured to do a particular thing.,NP was Ved to VP,positive,measure,-0.057671316
Someone didn\'t diagnose a particular person to have a particular thing.,NP V NP to VP,negative,diagnose,-0.05924864
Someone diagnosed a particular person to have a particular thing.,NP V NP to VP,positive,diagnose,-0.05924864
Someone was instructed that a particular thing happened,NP was Ved that S,positive,instruct,-0.060519584
Someone wasn\'t instructed that a particular thing happened,NP was Ved that S,negative,instruct,-0.060519584
A particular person was proclaimed to have a particular thing.,NP was Ved to VP,positive,proclaim,-0.061259147
A particular person wasn\'t proclaimed to have a particular thing.,NP was Ved to VP,negative,proclaim,-0.061259147
A particular person wasn\'t subdued to do a particular thing.,NP was Ved to VP,negative,subdue,-0.061307907
A particular person was subdued to do a particular thing.,NP was Ved to VP,positive,subdue,-0.061307907
Someone didn\'t ask for a particular thing to happen.,NP V for NP to VP,negative,ask,-0.06280728
Someone asked for a particular thing to happen.,NP V for NP to VP,positive,ask,-0.06280728
A particular person wasn\'t suggested to have a particular thing.,NP was Ved to VP,negative,suggest,-0.06419767
A particular person was suggested to have a particular thing.,NP was Ved to VP,positive,suggest,-0.06419767
Someone didn\'t advise for a particular thing to happen.,NP V for NP to VP,negative,advise,-0.06425804
Someone advised for a particular thing to happen.,NP V for NP to VP,positive,advise,-0.06425804
Someone didn\'t elaborate that a particular thing happened,NP V that S,negative,elaborate,-0.06522294
Someone elaborated that a particular thing happened,NP V that S,positive,elaborate,-0.06522294
A particular person wasn\'t considered to have a particular thing.,NP was Ved to VP,negative,consider,-0.06686697
A particular person was considered to have a particular thing.,NP was Ved to VP,positive,consider,-0.06686697
A particular person didn\'t deserve to do a particular thing.,NP V to VP,negative,deserve,-0.06830673
A particular person deserved to do a particular thing.,NP V to VP,positive,deserve,-0.06830673
Someone didn\'t decree for a particular thing to happen.,NP V for NP to VP,negative,decree,-0.06955414
Someone decreed for a particular thing to happen.,NP V for NP to VP,positive,decree,-0.06955414
Someone petitioned for a particular thing to happen.,NP V for NP to VP,positive,petition,-0.070699476
Someone didn\'t petition for a particular thing to happen.,NP V for NP to VP,negative,petition,-0.070699476
Someone didn\'t scoff that a particular thing happened,NP V that S,negative,scoff,-0.072135665
Someone scoffed that a particular thing happened,NP V that S,positive,scoff,-0.072135665
A particular person wasn\'t perceived to do a particular thing.,NP was Ved to VP,negative,perceive,-0.072180316
A particular person was perceived to do a particular thing.,NP was Ved to VP,positive,perceive,-0.072180316
A particular person wasn\'t bothered to do a particular thing.,NP was Ved to VP,negative,bother,-0.07357735
A particular person was bothered to do a particular thing.,NP was Ved to VP,positive,bother,-0.07357735
Someone didn\'t chant that a particular thing happened,NP V that S,negative,chant,-0.074320234
Someone chanted that a particular thing happened,NP V that S,positive,chant,-0.074320234
Someone didn\'t call a particular person to do a particular thing.,NP V NP to VP,negative,call,-0.07498713
Someone called a particular person to do a particular thing.,NP V NP to VP,positive,call,-0.07498713
Someone demanded for a particular thing to happen.,NP V for NP to VP,positive,demand,-0.07540733
Someone didn\'t demand for a particular thing to happen.,NP V for NP to VP,negative,demand,-0.07540733
Someone ranted that a particular thing happened,NP V that S,positive,rant,-0.07569932
Someone didn\'t rant that a particular thing happened,NP V that S,negative,rant,-0.07569932
A particular person insisted to have a particular thing.,NP V to VP,positive,insist,-0.07655483
A particular person didn\'t insist to have a particular thing.,NP V to VP,negative,insist,-0.07655483
A particular person wasn\'t blessed to have a particular thing.,NP was Ved to VP,negative,bless,-0.07689704
A particular person was blessed to have a particular thing.,NP was Ved to VP,positive,bless,-0.07689704
A particular person advertised to do a particular thing.,NP V to VP,positive,advertise,-0.076961406
A particular person didn\'t advertise to do a particular thing.,NP V to VP,negative,advertise,-0.076961406
Someone predicted for a particular thing to happen.,NP V for NP to VP,positive,predict,-0.0790292
Someone didn\'t predict for a particular thing to happen.,NP V for NP to VP,negative,predict,-0.0790292
A particular person was pressed to have a particular thing.,NP was Ved to VP,positive,press,-0.079045385
A particular person wasn\'t pressed to have a particular thing.,NP was Ved to VP,negative,press,-0.079045385
A particular person didn\'t study to do a particular thing.,NP V to VP,negative,study,-0.08022527
A particular person studied to do a particular thing.,NP V to VP,positive,study,-0.08022527
A particular person appealed to do a particular thing.,NP V to VP,positive,appeal,-0.08094092
A particular person didn\'t appeal to do a particular thing.,NP V to VP,negative,appeal,-0.08094092
Someone consulted a particular person to do a particular thing.,NP V NP to VP,positive,consult,-0.08125167
Someone didn\'t consult a particular person to do a particular thing.,NP V NP to VP,negative,consult,-0.08125167
A particular person didn\'t claim to have a particular thing.,NP V to VP,negative,claim,-0.08155862
A particular person claimed to have a particular thing.,NP V to VP,positive,claim,-0.08155862
Someone didn\'t distrust a particular person to have a particular thing.,NP V NP to VP,negative,distrust,-0.08157959
Someone distrusted a particular person to have a particular thing.,NP V NP to VP,positive,distrust,-0.08157959
A particular person was specified to have a particular thing.,NP was Ved to VP,positive,specify,-0.081739284
A particular person wasn\'t specified to have a particular thing.,NP was Ved to VP,negative,specify,-0.081739284
Someone didn\'t promise a particular person to do a particular thing.,NP V NP to VP,negative,promise,-0.08206594
Someone promised a particular person to do a particular thing.,NP V NP to VP,positive,promise,-0.08206594
Someone didn\'t growl that a particular thing happened,NP V that S,negative,growl,-0.08212203
Someone growled that a particular thing happened,NP V that S,positive,growl,-0.08212203
Someone didn\'t recommend a particular person to have a particular thing.,NP V NP to VP,negative,recommend,-0.0828421
Someone recommended a particular person to have a particular thing.,NP V NP to VP,positive,recommend,-0.0828421
Someone incited for a particular thing to happen.,NP V for NP to VP,positive,incite,-0.08421748
Someone didn\'t incite for a particular thing to happen.,NP V for NP to VP,negative,incite,-0.08421748
Someone signed on for a particular thing to happen.,NP V for NP to VP,positive,sign_on,-0.08529344
Someone didn\'t sign on for a particular thing to happen.,NP V for NP to VP,negative,sign_on,-0.08529344
A particular person was foreseen to do a particular thing.,NP was Ved to VP,positive,foresee,-0.08559136
A particular person wasn\'t foreseen to do a particular thing.,NP was Ved to VP,negative,foresee,-0.08559136
Someone threatened a particular person to do a particular thing.,NP V NP to VP,positive,threaten,-0.086954266
Someone didn\'t threaten a particular person to do a particular thing.,NP V NP to VP,negative,threaten,-0.086954266
A particular person was assigned to have a particular thing.,NP was Ved to VP,positive,assign,-0.08697152
A particular person wasn\'t assigned to have a particular thing.,NP was Ved to VP,negative,assign,-0.08697152
Someone pressed for a particular thing to happen.,NP V for NP to VP,positive,press,-0.088326715
Someone didn\'t press for a particular thing to happen.,NP V for NP to VP,negative,press,-0.088326715
A particular person renegotiated to do a particular thing.,NP V to VP,positive,renegotiate,-0.08854428
A particular person didn\'t renegotiate to do a particular thing.,NP V to VP,negative,renegotiate,-0.08854428
A particular person wasn\'t licensed to do a particular thing.,NP was Ved to VP,negative,license,-0.08891357
A particular person was licensed to do a particular thing.,NP was Ved to VP,positive,license,-0.08891357
Someone didn\'t describe that a particular thing happened,NP V that S,negative,describe,-0.08909659
Someone described that a particular thing happened,NP V that S,positive,describe,-0.08909659
A particular person didn\'t negotiate to have a particular thing.,NP V to VP,negative,negotiate,-0.089152545
A particular person negotiated to have a particular thing.,NP V to VP,positive,negotiate,-0.089152545
A particular person was lobbied to do a particular thing.,NP was Ved to VP,positive,lobby,-0.09003448
A particular person wasn\'t lobbied to do a particular thing.,NP was Ved to VP,negative,lobby,-0.09003448
Someone wasn\'t foretold that a particular thing happened,NP was Ved that S,negative,foretell,-0.090468206
Someone was foretold that a particular thing happened,NP was Ved that S,positive,foretell,-0.090468206
A particular person claimed to do a particular thing.,NP V to VP,positive,claim,-0.09090001
A particular person didn\'t claim to do a particular thing.,NP V to VP,negative,claim,-0.09090001
A particular person didn\'t mention to do a particular thing.,NP V to VP,negative,mention,-0.09162207
A particular person mentioned to do a particular thing.,NP V to VP,positive,mention,-0.09162207
A particular person was yelled to do a particular thing.,NP was Ved to VP,positive,yell,-0.09194933
A particular person wasn\'t yelled to do a particular thing.,NP was Ved to VP,negative,yell,-0.09194933
Someone didn\'t okay for a particular thing to happen.,NP V for NP to VP,negative,okay,-0.09225439
Someone okayed for a particular thing to happen.,NP V for NP to VP,positive,okay,-0.09225439
A particular person was guided to do a particular thing.,NP was Ved to VP,positive,guide,-0.09235381
A particular person wasn\'t guided to do a particular thing.,NP was Ved to VP,negative,guide,-0.09235381
A particular person was pestered to do a particular thing.,NP was Ved to VP,positive,pester,-0.09296048
A particular person wasn\'t pestered to do a particular thing.,NP was Ved to VP,negative,pester,-0.09296048
Someone fancied a particular person to have a particular thing.,NP V NP to VP,positive,fancy,-0.092974894
Someone didn\'t fancy a particular person to have a particular thing.,NP V NP to VP,negative,fancy,-0.092974894
Someone ignored a particular person to do a particular thing.,NP V NP to VP,positive,ignore,-0.09541222
Someone didn\'t ignore a particular person to do a particular thing.,NP V NP to VP,negative,ignore,-0.09541222
A particular person wasn\'t prompted to have a particular thing.,NP was Ved to VP,negative,prompt,-0.096936725
A particular person was prompted to have a particular thing.,NP was Ved to VP,positive,prompt,-0.096936725
A particular person checked to have a particular thing.,NP V to VP,positive,check,-0.09842911
A particular person didn\'t check to have a particular thing.,NP V to VP,negative,check,-0.09842911
Someone didn\'t recall that a particular thing happened,NP V that S,negative,recall,-0.09859539
Someone recalled that a particular thing happened,NP V that S,positive,recall,-0.09859539
A particular person wasn\'t reported to do a particular thing.,NP was Ved to VP,negative,report,-0.10179062
A particular person was reported to do a particular thing.,NP was Ved to VP,positive,report,-0.10179062
Someone didn\'t dread that a particular thing happened,NP V that S,negative,dread,-0.102039695
Someone dreaded that a particular thing happened,NP V that S,positive,dread,-0.102039695
Someone didn\'t commission a particular person to do a particular thing.,NP V NP to VP,negative,commission,-0.102295436
Someone commissioned a particular person to do a particular thing.,NP V NP to VP,positive,commission,-0.102295436
A particular person didn\'t arrange to have a particular thing.,NP V to VP,negative,arrange,-0.10392617
A particular person arranged to have a particular thing.,NP V to VP,positive,arrange,-0.10392617
A particular person wasn\'t commanded to do a particular thing.,NP was Ved to VP,negative,command,-0.10425193
A particular person was commanded to do a particular thing.,NP was Ved to VP,positive,command,-0.10425193
A particular person didn\'t get to do a particular thing.,NP V to VP,negative,get,-0.10618358
A particular person got to do a particular thing.,NP V to VP,positive,get,-0.10618358
A particular person wasn\'t instructed to do a particular thing.,NP was Ved to VP,negative,instruct,-0.1065491
A particular person was instructed to do a particular thing.,NP was Ved to VP,positive,instruct,-0.1065491
Someone didn\'t look for a particular thing to happen.,NP V for NP to VP,negative,look,-0.10720927
Someone looked for a particular thing to happen.,NP V for NP to VP,positive,look,-0.10720927
Someone didn\'t love for a particular thing to happen.,NP V for NP to VP,negative,love,-0.10759778
Someone loved for a particular thing to happen.,NP V for NP to VP,positive,love,-0.10759778
Someone didn\'t tell a particular person to do a particular thing.,NP V NP to VP,negative,tell,-0.108123854
Someone told a particular person to do a particular thing.,NP V NP to VP,positive,tell,-0.108123854
Someone didn\'t command a particular person to have a particular thing.,NP V NP to VP,negative,command,-0.11098395
Someone commanded a particular person to have a particular thing.,NP V NP to VP,positive,command,-0.11098395
A particular person wasn\'t triggered to do a particular thing.,NP was Ved to VP,negative,trigger,-0.11170411
A particular person was triggered to do a particular thing.,NP was Ved to VP,positive,trigger,-0.11170411
Someone didn\'t name a particular person to have a particular thing.,NP V NP to VP,negative,name,-0.11183204
Someone named a particular person to have a particular thing.,NP V NP to VP,positive,name,-0.11183204
Someone posted that a particular thing happened,NP V that S,positive,post,-0.11232114
Someone didn\'t post that a particular thing happened,NP V that S,negative,post,-0.11232114
Someone stuttered that a particular thing happened,NP V that S,positive,stutter,-0.11524079
Someone didn\'t stutter that a particular thing happened,NP V that S,negative,stutter,-0.11524079
A particular person wasn\'t commended to do a particular thing.,NP was Ved to VP,negative,commend,-0.11541919
A particular person was commended to do a particular thing.,NP was Ved to VP,positive,commend,-0.11541919
A particular person didn\'t manage to do a particular thing.,NP V to VP,negative,manage,-0.11873431
A particular person managed to do a particular thing.,NP V to VP,positive,manage,-0.11873431
A particular person wasn\'t bullshitted to do a particular thing.,NP was Ved to VP,negative,bullshit,-0.11899667
A particular person was bullshitted to do a particular thing.,NP was Ved to VP,positive,bullshit,-0.11899667
Someone didn\'t curse that a particular thing happened,NP V that S,negative,curse,-0.121987715
Someone curst that a particular thing happened,NP V that S,positive,curse,-0.121987715
Someone mentioned that a particular thing happened,NP V that S,positive,mention,-0.12243783
Someone didn\'t mention that a particular thing happened,NP V that S,negative,mention,-0.12243783
Someone trained a particular person to have a particular thing.,NP V NP to VP,positive,train,-0.12355277
Someone didn\'t train a particular person to have a particular thing.,NP V NP to VP,negative,train,-0.12355277
A particular person picked to do a particular thing.,NP V to VP,positive,pick,-0.123675376
A particular person didn\'t pick to do a particular thing.,NP V to VP,negative,pick,-0.123675376
Someone hoped for a particular thing to happen.,NP V for NP to VP,positive,hope,-0.124575384
Someone didn\'t hope for a particular thing to happen.,NP V for NP to VP,negative,hope,-0.124575384
Someone alerted a particular person to do a particular thing.,NP V NP to VP,positive,alert,-0.12915498
Someone didn\'t alert a particular person to do a particular thing.,NP V NP to VP,negative,alert,-0.12915498
Someone didn\'t clear a particular person to do a particular thing.,NP V NP to VP,negative,clear,-0.12943633
Someone cleared a particular person to do a particular thing.,NP V NP to VP,positive,clear,-0.12943633
A particular person responded to have a particular thing.,NP V to VP,positive,respond,-0.12946093
A particular person didn\'t respond to have a particular thing.,NP V to VP,negative,respond,-0.12946093
Someone didn\'t determine that a particular thing happened,NP V that S,negative,determine,-0.12988712
Someone determined that a particular thing happened,NP V that S,positive,determine,-0.12988712
A particular person didn\'t look to do a particular thing.,NP V to VP,negative,look,-0.1319544
A particular person looked to do a particular thing.,NP V to VP,positive,look,-0.1319544
Someone conspired for a particular thing to happen.,NP V for NP to VP,positive,conspire,-0.13259402
Someone didn\'t conspire for a particular thing to happen.,NP V for NP to VP,negative,conspire,-0.13259402
Someone didn\'t suspect for a particular thing to happen.,NP V for NP to VP,negative,suspect,-0.1333035
Someone suspected for a particular thing to happen.,NP V for NP to VP,positive,suspect,-0.1333035
Someone invigorated a particular person to do a particular thing.,NP V NP to VP,positive,invigorate,-0.13355733
Someone didn\'t invigorate a particular person to do a particular thing.,NP V NP to VP,negative,invigorate,-0.13355733
A particular person wasn\'t prepared to have a particular thing.,NP was Ved to VP,negative,prepare,-0.13497546
A particular person was prepared to have a particular thing.,NP was Ved to VP,positive,prepare,-0.13497546
A particular person was stimulated to do a particular thing.,NP was Ved to VP,positive,stimulate,-0.13579156
A particular person wasn\'t stimulated to do a particular thing.,NP was Ved to VP,negative,stimulate,-0.13579156
Someone didn\'t invite a particular person to have a particular thing.,NP V NP to VP,negative,invite,-0.13603933
Someone invited a particular person to have a particular thing.,NP V NP to VP,positive,invite,-0.13603933
Someone didn\'t send a particular person to do a particular thing.,NP V NP to VP,negative,send,-0.13841332
Someone sent a particular person to do a particular thing.,NP V NP to VP,positive,send,-0.13841332
Someone didn\'t articulate that a particular thing happened,NP V that S,negative,articulate,-0.13863325
Someone articulated that a particular thing happened,NP V that S,positive,articulate,-0.13863325
Someone didn\'t commission a particular person to have a particular thing.,NP V NP to VP,negative,commission,-0.13911365
Someone commissioned a particular person to have a particular thing.,NP V NP to VP,positive,commission,-0.13911365
Someone didn\'t need for a particular thing to happen.,NP V for NP to VP,negative,need,-0.13917248
Someone needed for a particular thing to happen.,NP V for NP to VP,positive,need,-0.13917248
Someone didn\'t intend a particular person to have a particular thing.,NP V NP to VP,negative,intend,-0.14092937
Someone intended a particular person to have a particular thing.,NP V NP to VP,positive,intend,-0.14092937
Someone didn\'t license a particular person to do a particular thing.,NP V NP to VP,negative,license,-0.14118877
Someone licensed a particular person to do a particular thing.,NP V NP to VP,positive,license,-0.14118877
A particular person was alleged to have a particular thing.,NP was Ved to VP,positive,allege,-0.14164808
A particular person wasn\'t alleged to have a particular thing.,NP was Ved to VP,negative,allege,-0.14164808
Someone didn\'t hound a particular person to have a particular thing.,NP V NP to VP,negative,hound,-0.14179763
Someone hounded a particular person to have a particular thing.,NP V NP to VP,positive,hound,-0.14179763
A particular person was persuaded to do a particular thing.,NP was Ved to VP,positive,persuade,-0.14302811
A particular person wasn\'t persuaded to do a particular thing.,NP was Ved to VP,negative,persuade,-0.14302811
A particular person didn\'t stipulate to have a particular thing.,NP V to VP,negative,stipulate,-0.1433562
A particular person stipulated to have a particular thing.,NP V to VP,positive,stipulate,-0.1433562
A particular person didn\'t stand to do a particular thing.,NP V to VP,negative,stand,-0.14445284
A particular person stood to do a particular thing.,NP V to VP,positive,stand,-0.14445284
Someone didn\'t calculate for a particular thing to happen.,NP V for NP to VP,negative,calculate,-0.14461362
Someone calculated for a particular thing to happen.,NP V for NP to VP,positive,calculate,-0.14461362
Someone mandated for a particular thing to happen.,NP V for NP to VP,positive,mandate,-0.14473894
Someone didn\'t mandate for a particular thing to happen.,NP V for NP to VP,negative,mandate,-0.14473894
Someone didn\'t signal that a particular thing happened,NP V that S,negative,signal,-0.1452402
Someone signalled that a particular thing happened,NP V that S,positive,signal,-0.1452402
A particular person declared to do a particular thing.,NP V to VP,positive,declare,-0.14746873
A particular person didn\'t declare to do a particular thing.,NP V to VP,negative,declare,-0.14746873
A particular person wasn\'t counselled to do a particular thing.,NP was Ved to VP,negative,counsel,-0.14773901
A particular person was counselled to do a particular thing.,NP was Ved to VP,positive,counsel,-0.14773901
Someone didn\'t badger a particular person to do a particular thing.,NP V NP to VP,negative,badger,-0.14861141
Someone badgered a particular person to do a particular thing.,NP V NP to VP,positive,badger,-0.14861141
A particular person was fooled to do a particular thing.,NP was Ved to VP,positive,fool,-0.14896564
A particular person wasn\'t fooled to do a particular thing.,NP was Ved to VP,negative,fool,-0.14896564
Someone designated a particular person to have a particular thing.,NP V NP to VP,positive,designate,-0.15012713
Someone didn\'t designate a particular person to have a particular thing.,NP V NP to VP,negative,designate,-0.15012713
A particular person reported to have a particular thing.,NP V to VP,positive,report,-0.15078367
A particular person didn\'t report to have a particular thing.,NP V to VP,negative,report,-0.15078367
A particular person was charged to do a particular thing.,NP was Ved to VP,positive,charge,-0.15232185
A particular person wasn\'t charged to do a particular thing.,NP was Ved to VP,negative,charge,-0.15232185
Someone didn\'t communicate that a particular thing happened,NP V that S,negative,communicate,-0.15262231
Someone communicated that a particular thing happened,NP V that S,positive,communicate,-0.15262231
Someone didn\'t assess a particular person to have a particular thing.,NP V NP to VP,negative,assess,-0.15481697
Someone assessed a particular person to have a particular thing.,NP V NP to VP,positive,assess,-0.15481697
Someone didn\'t phone for a particular thing to happen.,NP V for NP to VP,negative,phone,-0.1559337
Someone phoned for a particular thing to happen.,NP V for NP to VP,positive,phone,-0.1559337
A particular person didn\'t exclaim to do a particular thing.,NP V to VP,negative,exclaim,-0.15713122
A particular person exclaimed to do a particular thing.,NP V to VP,positive,exclaim,-0.15713122
Someone didn\'t allow a particular person to do a particular thing.,NP V NP to VP,negative,allow,-0.15789723
Someone allowed a particular person to do a particular thing.,NP V NP to VP,positive,allow,-0.15789723
Someone didn\'t bicker for a particular thing to happen.,NP V for NP to VP,negative,bicker,-0.15855801
Someone bickered for a particular thing to happen.,NP V for NP to VP,positive,bicker,-0.15855801
Someone muttered that a particular thing happened,NP V that S,positive,mutter,-0.15980753
Someone didn\'t mutter that a particular thing happened,NP V that S,negative,mutter,-0.15980753
Someone didn\'t come out that a particular thing happened,NP V that S,negative,come_out,-0.16183491
Someone came out that a particular thing happened,NP V that S,positive,come_out,-0.16183491
Someone claimed a particular person to have a particular thing.,NP V NP to VP,positive,claim,-0.16377091
Someone didn\'t claim a particular person to have a particular thing.,NP V NP to VP,negative,claim,-0.16377091
Someone authorized that a particular thing happened,NP V that S,positive,authorize,-0.1649709
Someone didn\'t authorize that a particular thing happened,NP V that S,negative,authorize,-0.1649709
A particular person argued to have a particular thing.,NP V to VP,positive,argue,-0.16593242
A particular person didn\'t argue to have a particular thing.,NP V to VP,negative,argue,-0.16593242
A particular person was conveyed to do a particular thing.,NP was Ved to VP,positive,convey,-0.16608837
A particular person wasn\'t conveyed to do a particular thing.,NP was Ved to VP,negative,convey,-0.16608837
